headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords,outlet,text,pillar_name,type,article_id,month,resp_pos_count,resp_neg_count,resp_norm_pos,resp_norm_neg,resp_net_score,resp_direction,resp_intensity,resp_pos_terms,resp_neg_terms,sci_pos_count,sci_neg_count,sci_norm_pos,sci_norm_neg,sci_net_score,sci_direction,sci_intensity,sci_pos_terms,sci_neg_terms
"Brazil's death toll passes 130,000 – as it happened",2020-09-11 23:30:25+00:00,"<p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bf5ed8f08d2fab7ac56e3#block-5f5bf5ed8f08d2fab7ac56e3"">Country’s new cases and deaths continue to rise</a>; France rules out<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b9ced8f0814b062fbbd0d#block-5f5b9ced8f0814b062fbbd0d""> return to full lockdown </a>despite <a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bb7de8f08ec7b9ce789ea#block-5f5bb7de8f08ec7b9ce789ea"">surge in cases</a>; Austria<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b59298f08b82e9cf864c8#block-5f5b59298f08b82e9cf864c8""> extends mask rules</a>. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/12/coronavirus-live-news-france-rules-out-new-lockdown-as-victoria-records-37-more-cases"">Follow today’s coronavirus blog </a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/the-covid-19-vaccine-gamble-where-bets-have-been-placed-and-why"">Covid-19 vaccine gamble: where bets have been placed and why</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/11/its-world-leadingly-bad-is-what-it-is-the-week-covid-surged-again-in-uk"">‘World-leadingly bad’: the week Covid resurged in the UK</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/coronavirus-cases-in-england-doubling-every-eight-days-study-shows"">Cases in England doubling every eight days </a></li><li><a href=""https://www.theguardian.com/us-news/2020/sep/10/bob-woodward-trump-coronavirus-deadly"">Bob Woodward rejects criticism he sat on Trump ‘deadly’ virus remarks</a></li></ul>",https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m,14653,"<p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bf5ed8f08d2fab7ac56e3#block-5f5bf5ed8f08d2fab7ac56e3"">Country’s new cases and deaths continue to rise</a>; France rules out<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b9ced8f0814b062fbbd0d#block-5f5b9ced8f0814b062fbbd0d""> return to full lockdown </a>despite <a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bb7de8f08ec7b9ce789ea#block-5f5bb7de8f08ec7b9ce789ea"">surge in cases</a>; Austria<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b59298f08b82e9cf864c8#block-5f5b59298f08b82e9cf864c8""> extends mask rules</a>. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/12/coronavirus-live-news-france-rules-out-new-lockdown-as-victoria-records-37-more-cases"">Follow today’s coronavirus blog </a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/the-covid-19-vaccine-gamble-where-bets-have-been-placed-and-why"">Covid-19 vaccine gamble: where bets have been placed and why</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/11/its-world-leadingly-bad-is-what-it-is-the-week-covid-surged-again-in-uk"">‘World-leadingly bad’: the week Covid resurged in the UK</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/coronavirus-cases-in-england-doubling-every-eight-days-study-shows"">Cases in England doubling every eight days </a></li><li><a href=""https://www.theguardian.com/us-news/2020/sep/10/bob-woodward-trump-coronavirus-deadly"">Bob Woodward rejects criticism he sat on Trump ‘deadly’ virus remarks</a></li></ul>",,World news,,,"Nadeem Badshah, Matthew Weaver, Amelia Hill and Alison Rourke","Coronavirus, France, Trump administration, Donald Trump, Finland, World Health Organization",Guardian,"Brazil's death toll passes 130,000 – as it happened <p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bf5ed8f08d2fab7ac56e3#block-5f5bf5ed8f08d2fab7ac56e3"">Country’s new cases and deaths continue to rise</a>; France rules out<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b9ced8f0814b062fbbd0d#block-5f5b9ced8f0814b062fbbd0d""> return to full lockdown </a>despite <a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5bb7de8f08ec7b9ce789ea#block-5f5bb7de8f08ec7b9ce789ea"">surge in cases</a>; Austria<a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m?page=with:block-5f5b59298f08b82e9cf864c8#block-5f5b59298f08b82e9cf864c8""> extends mask rules</a>. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/12/coronavirus-live-news-france-rules-out-new-lockdown-as-victoria-records-37-more-cases"">Follow today’s coronavirus blog </a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/the-covid-19-vaccine-gamble-where-bets-have-been-placed-and-why"">Covid-19 vaccine gamble: where bets have been placed and why</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/11/its-world-leadingly-bad-is-what-it-is-the-week-covid-surged-again-in-uk"">‘World-leadingly bad’: the week Covid resurged in the UK</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/coronavirus-cases-in-england-doubling-every-eight-days-study-shows"">Cases in England doubling every eight days </a></li><li><a href=""https://www.theguardian.com/us-news/2020/sep/10/bob-woodward-trump-coronavirus-deadly"">Bob Woodward rejects criticism he sat on Trump ‘deadly’ virus remarks</a></li></ul>",News,liveblog,world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m,2020-09,0,2,0.0,25.0,-0.025,negative,0.025,,toll; death toll,0,0,0.0,0.0,0.0,absent,0.0,,
Meyers on Woodward tapes: Trump is 'dumb enough to confess something so cartoonishly evil',2020-09-11 16:01:03+00:00,<p>Late-night hosts discuss Trump’s claim that he lied about the coronavirus because he’s a ‘cheerleader for this country’</p>,https://www.theguardian.com/culture/2020/sep/11/meyers-on-woodward-tapes-trump-is-dumb-enough-to-confess-something-so-cartoonishly-evil,727,<p>Late-night hosts discuss Trump’s claim that he lied about the coronavirus because he’s a ‘cheerleader for this country’</p>,,Culture,,,Adrian Horton,"Late-night TV roundup, Seth Meyers, Trevor Noah, TV comedy, Comedy, Culture, US television, Television & radio, Television",Guardian,Meyers on Woodward tapes: Trump is 'dumb enough to confess something so cartoonishly evil' <p>Late-night hosts discuss Trump’s claim that he lied about the coronavirus because he’s a ‘cheerleader for this country’</p>,Arts,article,culture/2020/sep/11/meyers-on-woodward-tapes-trump-is-dumb-enough-to-confess-something-so-cartoonishly-evil,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
First Thing: Biden slams Trump's 'almost criminal' coronavirus response,2020-09-11 10:23:00+00:00,"<p>Democratic rival said Trump had ‘cost lives’ by misleading the public over the threat. Plus, 500,000 evacuated in Oregon after wildfires spread</p>",https://www.theguardian.com/us-news/2020/sep/11/first-thing-biden-slams-trumps-almost-criminal-coronavirus-response,1081,"<p>Democratic rival said Trump had ‘cost lives’ by misleading the public over the threat. Plus, 500,000 evacuated in Oregon after wildfires spread</p>",,US news,,,Molly Blackall,,Guardian,"First Thing: Biden slams Trump's 'almost criminal' coronavirus response <p>Democratic rival said Trump had ‘cost lives’ by misleading the public over the threat. Plus, 500,000 evacuated in Oregon after wildfires spread</p>",News,article,us-news/2020/sep/11/first-thing-biden-slams-trumps-almost-criminal-coronavirus-response,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Coronavirus Australia latest: the week at a glance,2020-09-11 10:03:17+00:00,"<p>A summary of the major developments in the Covid-19 outbreak across the country</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">Today’s international coronavirus live blog</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/a-day-in-the-life-of-victorias-covid-contact-tracers-the-puzzle-is-blank-and-once-you-get-it-together-its-fantastic"">A day in the life of Victoria’s Covid contact tracers</a></li><li><a href=""https://www.theguardian.com/australia-news/datablog/ng-interactive/2020/aug/21/coronavirus-australia-map-cases-covid-19-tracking-stats-live-data-update-by-state-suburb-postcode-how-many-new-active-case-numbers-today-statistics-corona-deaths-death-toll"">Australian stats interactive</a></li><li><a href=""https://www.theguardian.com/technology/ng-interactive/2018/may/15/the-guardian-app?CMP=cvau_sfl"">Download the free Guardian app to get the most important news notifications</a></li></ul>",https://www.theguardian.com/australia-news/2020/sep/11/coronavirus-australia-latest-the-week-at-a-glance,675,"<p>A summary of the major developments in the Covid-19 outbreak across the country</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">Today’s international coronavirus live blog</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/a-day-in-the-life-of-victorias-covid-contact-tracers-the-puzzle-is-blank-and-once-you-get-it-together-its-fantastic"">A day in the life of Victoria’s Covid contact tracers</a></li><li><a href=""https://www.theguardian.com/australia-news/datablog/ng-interactive/2020/aug/21/coronavirus-australia-map-cases-covid-19-tracking-stats-live-data-update-by-state-suburb-postcode-how-many-new-active-case-numbers-today-statistics-corona-deaths-death-toll"">Australian stats interactive</a></li><li><a href=""https://www.theguardian.com/technology/ng-interactive/2018/may/15/the-guardian-app?CMP=cvau_sfl"">Download the free Guardian app to get the most important news notifications</a></li></ul>",,Australia news,,,Elias Visontay,"Australian politics, Australia news, Health, Coronavirus",Guardian,"Coronavirus Australia latest: the week at a glance <p>A summary of the major developments in the Covid-19 outbreak across the country</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">Today’s international coronavirus live blog</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/11/a-day-in-the-life-of-victorias-covid-contact-tracers-the-puzzle-is-blank-and-once-you-get-it-together-its-fantastic"">A day in the life of Victoria’s Covid contact tracers</a></li><li><a href=""https://www.theguardian.com/australia-news/datablog/ng-interactive/2020/aug/21/coronavirus-australia-map-cases-covid-19-tracking-stats-live-data-update-by-state-suburb-postcode-how-many-new-active-case-numbers-today-statistics-corona-deaths-death-toll"">Australian stats interactive</a></li><li><a href=""https://www.theguardian.com/technology/ng-interactive/2018/may/15/the-guardian-app?CMP=cvau_sfl"">Download the free Guardian app to get the most important news notifications</a></li></ul>",News,article,australia-news/2020/sep/11/coronavirus-australia-latest-the-week-at-a-glance,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Global report: Macron to lay out Covid plan as India sets another global one-day record,2020-09-11 05:28:02+00:00,"<p>UN secretary general calls for ‘quantum leap’ in funding; Donald Trump claims US is ‘rounding the final turn’ as deaths near 200,000</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/2020/sep/11/global-report-macron-to-lay-out-covid-plan-as-india-sets-another-global-one-day-record,702,"<p>UN secretary general calls for ‘quantum leap’ in funding; Donald Trump claims US is ‘rounding the final turn’ as deaths near 200,000</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",,World news,,,Alison Rourke,"France, India, US news, Coronavirus, Europe, South and central Asia, World news",Guardian,"Global report: Macron to lay out Covid plan as India sets another global one-day record <p>UN secretary general calls for ‘quantum leap’ in funding; Donald Trump claims US is ‘rounding the final turn’ as deaths near 200,000</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",News,article,world/2020/sep/11/global-report-macron-to-lay-out-covid-plan-as-india-sets-another-global-one-day-record,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"Trump claims US is 'rounding the corner' as coronavirus death toll nears 200,000 – as it happened",2020-09-11 00:07:40+00:00,"<ul><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a80498f08b82e9cf85e12#block-5f5a80498f08b82e9cf85e12"">President makes remark at press conference amid fallout from book</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a5d608f08864c11796e77#block-5f5a5d608f08864c11796e77"">Republican ‘skinny’ relief bill fails in Senate</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/10/wildfires-us-california-oregon-washington-latest-death-toll"">At least seven dead and thousands displaced as fires scorch US west</a><br></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a468d8f08a2ab9d0c29ec#block-5f5a468d8f08a2ab9d0c29ec"">Pelosi: Trump’s comments to Woodward showed ‘contempt for the American people’</a></li><li>Sign up for our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates,10756,"<ul><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a80498f08b82e9cf85e12#block-5f5a80498f08b82e9cf85e12"">President makes remark at press conference amid fallout from book</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a5d608f08864c11796e77#block-5f5a5d608f08864c11796e77"">Republican ‘skinny’ relief bill fails in Senate</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/10/wildfires-us-california-oregon-washington-latest-death-toll"">At least seven dead and thousands displaced as fires scorch US west</a><br></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a468d8f08a2ab9d0c29ec#block-5f5a468d8f08a2ab9d0c29ec"">Pelosi: Trump’s comments to Woodward showed ‘contempt for the American people’</a></li><li>Sign up for our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",,US news,,,Maanvi Singh (now) and Joan E Greve and Martin Belam (earlier),"US news, World news, Donald Trump, Joe Biden, Coronavirus, US politics, US elections 2020, US Senate, US economy",Guardian,"Trump claims US is 'rounding the corner' as coronavirus death toll nears 200,000 – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a80498f08b82e9cf85e12#block-5f5a80498f08b82e9cf85e12"">President makes remark at press conference amid fallout from book</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a5d608f08864c11796e77#block-5f5a5d608f08864c11796e77"">Republican ‘skinny’ relief bill fails in Senate</a></li><li><a href=""https://www.theguardian.com/world/2020/sep/10/wildfires-us-california-oregon-washington-latest-death-toll"">At least seven dead and thousands displaced as fires scorch US west</a><br></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates?page=with:block-5f5a468d8f08a2ab9d0c29ec#block-5f5a468d8f08a2ab9d0c29ec"">Pelosi: Trump’s comments to Woodward showed ‘contempt for the American people’</a></li><li>Sign up for our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",News,liveblog,us-news/live/2020/sep/10/donald-trump-bob-woodward-coronavirus-covid-19-joe-biden-live-updates,2020-09,0,2,0.0,30.76923076923077,-0.03076923076923077,negative,0.03076923076923077,,toll; death toll,0,0,0.0,0.0,0.0,absent,0.0,,
Record daily rise in cases in France and Greece – as it happened,2020-09-10 23:24:12+00:00,"<p><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a712e8f0816e8cce74a0c#block-5f5a712e8f0816e8cce74a0c"">French cases near 10,000 in a day</a>; <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a93648f0816e8cce74ad8#block-5f5a93648f0816e8cce74ad8"">single biggest rise in Greece</a>; Portugal <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a57078f08eeb5634dc896#block-5f5a57078f08eeb5634dc896"">limits gatherings to 10 people</a>. This blog has now closed. Stay up to date on our new blog below</p><p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m"">Coronavirus – latest updates</a></p>",https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe,13487,"<p><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a712e8f0816e8cce74a0c#block-5f5a712e8f0816e8cce74a0c"">French cases near 10,000 in a day</a>; <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a93648f0816e8cce74ad8#block-5f5a93648f0816e8cce74ad8"">single biggest rise in Greece</a>; Portugal <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a57078f08eeb5634dc896#block-5f5a57078f08eeb5634dc896"">limits gatherings to 10 people</a>. This blog has now closed. Stay up to date on our new blog below</p><p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m"">Coronavirus – latest updates</a></p>",,World news,,,"Clea Skopeliti (now); Damien Gayle, Sarah Marsh, Alexandra Topping and Helen Sullivan(earlier)","Coronavirus, World news, US news, UK news, Australia news, Science, Infectious diseases",Guardian,"Record daily rise in cases in France and Greece – as it happened <p><a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a712e8f0816e8cce74a0c#block-5f5a712e8f0816e8cce74a0c"">French cases near 10,000 in a day</a>; <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a93648f0816e8cce74ad8#block-5f5a93648f0816e8cce74ad8"">single biggest rise in Greece</a>; Portugal <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe?page=with:block-5f5a57078f08eeb5634dc896#block-5f5a57078f08eeb5634dc896"">limits gatherings to 10 people</a>. This blog has now closed. Stay up to date on our new blog below</p><p><a href=""https://www.theguardian.com/world/live/2020/sep/11/coronavirus-live-news-fauci-says-us-needs-to-hunker-down-this-winter-global-cases-near-28m"">Coronavirus – latest updates</a></p>",News,liveblog,world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Joe Biden decries Trump’s 'almost criminal' Covid response,2020-09-10 21:31:31+00:00,<ul><li>Democrat tells CNN president ‘waved the white flag’ on virus</li><li>Trump attacks ABC’s Jon Karl as ‘a disgrace to your employer’</li></ul>,https://www.theguardian.com/us-news/2020/sep/10/biden-trump-coronavirus-pandemic-woodward-book,1225,<ul><li>Democrat tells CNN president ‘waved the white flag’ on virus</li><li>Trump attacks ABC’s Jon Karl as ‘a disgrace to your employer’</li></ul>,,US news,,,Lauren Gambino and David Smith in Washington and Joanna Walters in New York,"Joe Biden, Donald Trump, Coronavirus, Bob Woodward, US news, World news, Media, US elections 2020",Guardian,Joe Biden decries Trump’s 'almost criminal' Covid response <ul><li>Democrat tells CNN president ‘waved the white flag’ on virus</li><li>Trump attacks ABC’s Jon Karl as ‘a disgrace to your employer’</li></ul>,News,article,us-news/2020/sep/10/biden-trump-coronavirus-pandemic-woodward-book,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"Five key revelations in Bob Woodward’s Trump book, from Covid to Kim 'love letters'",2020-09-10 18:05:54+00:00,"<p>Rage, based on 18 interviews with the president, shows Trump implicating himself, such as downplaying the Covid threat</p>",https://www.theguardian.com/us-news/2020/sep/10/bob-woodward-book-rage-trump-covid-kim-jong-un-letters,594,"<p>Rage, based on 18 interviews with the president, shows Trump implicating himself, such as downplaying the Covid threat</p>",,US news,,,Victoria Bekiempis in New York,"Donald Trump, Bob Woodward, Coronavirus, Kim Jong-un, Politics books, US news, Books, World news",Guardian,"Five key revelations in Bob Woodward’s Trump book, from Covid to Kim 'love letters' <p>Rage, based on 18 interviews with the president, shows Trump implicating himself, such as downplaying the Covid threat</p>",News,article,us-news/2020/sep/10/bob-woodward-book-rage-trump-covid-kim-jong-un-letters,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Brexit: EU threatens legal action against UK unless it rewrites internal market bill – as it happened,2020-09-10 17:15:13+00:00,"<p>European commission says passing the bill would constitute ‘<a href=""https://www.theguardian.com/politics/live/2020/sep/10/coronavirus-uk-boris-johnson-moonshot-testing-latest-news?page=with:block-5f5a3bfe8f0841a54c84125f#block-5f5a3bfe8f0841a54c84125f"">extremely serious violation of withdrawal agreement and international law</a>’. This live blog is now closed: for coronavirus updates, <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">please follow the global live blog</a></p><ul><li><a href=""https://www.theguardian.com/politics/2020/sep/10/governments-top-legal-advisers-divided-over-move-to-override-brexit-deal"">Government legal advisers divided over move to override Brexit deal</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/fears-grow-that-uk-is-preparing-to-quit-brexit-talks"">EU tells UK: drop Brexit plans to break law or face sanctions</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/depressing-frustrating-and-shocking-european-press-on-uk-brexit-move"">‘Depressing and frustrating’: European press on UK Brexit move</a></li></ul>",https://www.theguardian.com/politics/live/2020/sep/10/coronavirus-uk-boris-johnson-moonshot-testing-latest-news,7604,"<p>European commission says passing the bill would constitute ‘<a href=""https://www.theguardian.com/politics/live/2020/sep/10/coronavirus-uk-boris-johnson-moonshot-testing-latest-news?page=with:block-5f5a3bfe8f0841a54c84125f#block-5f5a3bfe8f0841a54c84125f"">extremely serious violation of withdrawal agreement and international law</a>’. This live blog is now closed: for coronavirus updates, <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">please follow the global live blog</a></p><ul><li><a href=""https://www.theguardian.com/politics/2020/sep/10/governments-top-legal-advisers-divided-over-move-to-override-brexit-deal"">Government legal advisers divided over move to override Brexit deal</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/fears-grow-that-uk-is-preparing-to-quit-brexit-talks"">EU tells UK: drop Brexit plans to break law or face sanctions</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/depressing-frustrating-and-shocking-european-press-on-uk-brexit-move"">‘Depressing and frustrating’: European press on UK Brexit move</a></li></ul>",,Politics,,,Andrew Sparrow,"Brexit, Politics, Coronavirus, UK news, Boris Johnson, Science, Scotland, Nicola Sturgeon, Matt Hancock, European Union, Europe, Foreign policy, Northern Ireland, Michael Gove",Guardian,"Brexit: EU threatens legal action against UK unless it rewrites internal market bill – as it happened <p>European commission says passing the bill would constitute ‘<a href=""https://www.theguardian.com/politics/live/2020/sep/10/coronavirus-uk-boris-johnson-moonshot-testing-latest-news?page=with:block-5f5a3bfe8f0841a54c84125f#block-5f5a3bfe8f0841a54c84125f"">extremely serious violation of withdrawal agreement and international law</a>’. This live blog is now closed: for coronavirus updates, <a href=""https://www.theguardian.com/world/live/2020/sep/10/coronavirus-live-news-trump-says-he-perhaps-misled-americans-as-infections-rise-across-europe"">please follow the global live blog</a></p><ul><li><a href=""https://www.theguardian.com/politics/2020/sep/10/governments-top-legal-advisers-divided-over-move-to-override-brexit-deal"">Government legal advisers divided over move to override Brexit deal</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/fears-grow-that-uk-is-preparing-to-quit-brexit-talks"">EU tells UK: drop Brexit plans to break law or face sanctions</a></li><li><a href=""https://www.theguardian.com/politics/2020/sep/10/depressing-frustrating-and-shocking-european-press-on-uk-brexit-move"">‘Depressing and frustrating’: European press on UK Brexit move</a></li></ul>",News,liveblog,politics/live/2020/sep/10/coronavirus-uk-boris-johnson-moonshot-testing-latest-news,2020-09,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
